User_ID,Name,Gender,Age,Region,Score
U00339,Kim,M,60,Incheon,54
U00340,Kim,F,39,Busan,75
U00341,Park,F,60,Gwangju,60
U00342,Park,F,53,Daegu,92
U00343,Park,F,47,Gwangju,97
U00344,Choi,M,54,Incheon,68
U00345,Kang,F,35,Daegu,65
U00346,Kim,M,40,Gwangju,36
U00347,Choi,M,32,Daegu,95
U00348,Park,M,54,Daejeon,84
U00349,Kim,F,61,Daegu,71
U00350,Choi,F,51,Gwangju,56
U00351,Kang,M,57,Daegu,31
U00352,Choi,F,25,Busan,99
U00353,Kang,F,57,Daejeon,33
U00354,Park,M,57,Daejeon,50
U00355,Kang,M,32,Incheon,30
U00356,Kim,M,58,Daejeon,67
U00357,Park,F,32,Seoul,89
U00358,Kim,M,31,Busan,43
U00359,Hong,F,52,Incheon,46
U00360,Lee,F,47,Seoul,76
U00361,Kang,M,22,Daegu,85
U00362,Lee,M,37,Seoul,82
U00363,Lee,M,45,Incheon,47
U00364,Kang,M,59,Daejeon,98
U00365,Park,M,21,Busan,77
U00366,Hong,M,23,Incheon,38
U00367,Kim,M,47,Seoul,83
U00368,Choi,M,47,Seoul,64
U00369,Kim,M,44,Incheon,75
U00370,Choi,M,45,Gwangju,30
U00371,Kim,M,64,Gwangju,70
U00372,Kang,F,21,Incheon,61
U00373,Hong,M,61,Gwangju,69
U00374,Choi,F,53,Incheon,40
U00375,Ryu,F,49,Daejeon,91
U00376,Park,F,40,Incheon,75
U00377,Kim,M,63,Daegu,77
U00378,Kim,M,56,Busan,72
U00379,Choi,F,63,Busan,80
U00380,Park,F,42,Daegu,90
U00381,Park,F,52,Seoul,71
U00382,Kang,M,21,Seoul,55
U00383,Ryu,F,46,Seoul,40
U00384,Kang,F,41,Seoul,54
U00385,Kang,F,53,Daejeon,69
U00386,Kang,M,35,Daegu,54
U00387,Kang,F,39,Busan,81
U00388,Kang,M,45,Daegu,32
U00389,Hong,F,35,Busan,68
U00390,Park,M,25,Seoul,64
U00391,Kang,F,64,Daejeon,69
U00392,Park,M,63,Incheon,51
U00393,Park,F,42,Incheon,91
U00394,Lee,M,61,Gwangju,48
U00395,Hong,M,56,Seoul,43
U00396,Kang,M,27,Seoul,79
U00397,Kim,M,25,Daegu,91
U00398,Choi,M,56,Daejeon,72
U00399,Ryu,M,41,Daejeon,84
U00400,Kim,M,25,Daegu,69
U00401,Hong,F,51,Daejeon,41
U00402,Choi,M,36,Daejeon,94
U00403,Hong,F,57,Incheon,63
U00404,Park,F,36,Daejeon,52
U00405,Choi,F,56,Seoul,100
U00406,Park,F,42,Incheon,36
U00407,Kim,M,32,Seoul,94
U00408,Kim,F,51,Seoul,47
U00409,Choi,F,41,Daegu,37
U00410,Choi,F,26,Gwangju,71
U00411,Kang,M,41,Daejeon,30
U00412,Hong,M,40,Daejeon,44
U00413,Kang,F,25,Daejeon,57
U00414,Hong,F,33,Daejeon,65
U00415,Kang,F,35,Incheon,75
U00416,Park,M,22,Busan,50
U00417,Choi,M,28,Seoul,78
U00418,Kim,M,40,Gwangju,68
U00419,Hong,F,49,Gwangju,67
U00420,Hong,M,49,Busan,38
U00421,Kim,M,61,Busan,49
U00422,Kang,F,61,Busan,37
U00423,Hong,F,51,Incheon,43
U00424,Ryu,F,42,Busan,91
U00425,Park,M,22,Incheon,64
U00426,Choi,M,20,Daegu,84
U00427,Kim,M,22,Daegu,74
U00428,Choi,M,56,Gwangju,50
U00429,Ryu,F,26,Daegu,82
U00430,Hong,M,22,Incheon,83
U00431,Hong,M,55,Incheon,72
U00432,Ryu,F,22,Seoul,35
U00433,Kim,M,23,Busan,84
U00434,Park,F,50,Daejeon,73
U00435,Lee,F,21,Daejeon,97
U00436,Kim,M,33,Busan,33
U00437,Lee,M,56,Daejeon,92
U00438,Ryu,M,50,Daejeon,87
U00439,Kang,F,21,Daejeon,83
U00440,Lee,M,50,Gwangju,67
U00441,Park,M,62,Incheon,89
U00442,Kang,M,41,Incheon,81
U00443,Lee,M,29,Incheon,58
U00444,Ryu,M,49,Busan,69
U00445,Kang,F,52,Daegu,100
U00446,Ryu,M,38,Gwangju,37
U00447,Lee,F,44,Gwangju,64
U00448,Ryu,F,20,Daejeon,45
U00449,Park,F,51,Seoul,47
U00450,Lee,M,44,Incheon,88
U00451,Lee,F,60,Gwangju,63
U00452,Lee,M,36,Gwangju,33
U00453,Kim,F,33,Seoul,98
U00454,Kim,M,64,Daejeon,94
U00455,Kim,M,32,Gwangju,90
U00456,Park,M,57,Gwangju,75
U00457,Kang,F,58,Daegu,50
U00458,Ryu,M,21,Seoul,67
U00459,Hong,M,51,Daejeon,89
U00460,Lee,M,51,Daejeon,65
U00461,Ryu,M,59,Incheon,35
U00462,Lee,M,25,Daegu,68
U00463,Park,F,44,Daejeon,58
U00464,Lee,M,22,Daegu,56
U00465,Kim,M,37,Incheon,98
U00466,Hong,F,57,Seoul,38
U00467,Choi,M,62,Gwangju,53
U00468,Lee,F,22,Gwangju,92
U00469,Ryu,M,24,Busan,48
U00470,Kim,M,43,Busan,59
U00471,Choi,F,53,Busan,87
U00472,Hong,M,58,Gwangju,69
U00473,Choi,F,43,Daegu,97
U00474,Kim,F,55,Busan,61
U00475,Kang,F,47,Seoul,94
U00476,Kang,M,53,Daejeon,63
U00477,Choi,F,35,Daegu,60
U00478,Park,M,55,Gwangju,88
U00479,Ryu,M,26,Seoul,55
U00480,Ryu,F,37,Gwangju,51
U00481,Choi,M,25,Daegu,63
U00482,Lee,M,47,Daegu,42
U00483,Lee,M,58,Daegu,84
U00484,Ryu,F,53,Incheon,37
U00485,Ryu,F,60,Daejeon,91
U00486,Kang,F,48,Busan,51
U00487,Park,F,23,Incheon,85
U00488,Kim,F,33,Daejeon,50
U00489,Lee,F,24,Gwangju,78
U00490,Ryu,F,44,Busan,35
U00491,Kang,F,58,Incheon,64
U00492,Hong,F,27,Incheon,56
U00493,Kang,F,34,Seoul,69
U00494,Lee,M,38,Incheon,43
U00495,Lee,F,30,Daegu,81
U00496,Kang,M,39,Gwangju,69
U00497,Kim,F,55,Incheon,72
U00498,Choi,M,37,Daegu,87
U00499,Lee,F,33,Daejeon,32
U00500,Kang,M,57,Daejeon,44
U00501,Ryu,M,44,Daegu,74
U00502,Kang,F,35,Seoul,40
U00503,Park,M,37,Seoul,68
U00504,Choi,M,20,Daejeon,48
U00505,Hong,F,59,Gwangju,49
U00506,Kim,M,20,Incheon,100
U00507,Hong,M,20,Daejeon,85
U00508,Choi,M,40,Daejeon,33
U00509,Choi,F,44,Daegu,38
U00510,Choi,M,46,Seoul,54
U00511,Hong,M,29,Gwangju,76
U00512,Ryu,M,31,Daegu,78
U00513,Choi,M,47,Daejeon,56
U00514,Kang,F,51,Busan,57
U00515,Hong,M,52,Incheon,91
U00516,Choi,F,27,Daejeon,45
U00517,Kang,F,61,Daegu,75
U00518,Ryu,M,45,Busan,75
U00519,Park,M,61,Busan,69
U00520,Ryu,F,60,Daejeon,63
U00521,Choi,M,21,Gwangju,39
U00522,Hong,F,54,Seoul,30
U00523,Lee,F,53,Busan,95
U00524,Choi,M,25,Incheon,46
U00525,Lee,F,50,Daegu,76
U00526,Kang,F,42,Daegu,53
U00527,Park,F,31,Daegu,79
U00528,Kim,M,47,Daejeon,58
U00529,Ryu,F,34,Daegu,42
U00530,Park,F,38,Daegu,93
U00531,Choi,M,31,Incheon,57
U00532,Lee,M,21,Seoul,34
U00533,Ryu,F,30,Gwangju,38
U00534,Lee,M,63,Daejeon,43
U00535,Hong,F,56,Daejeon,39
U00536,Lee,M,57,Daegu,62
U00537,Hong,F,44,Incheon,69
U00538,Kang,F,62,Busan,35
U00539,Ryu,F,40,Daegu,46
U00540,Ryu,F,61,Daegu,65
U00541,Kim,M,55,Daejeon,99
U00542,Choi,F,28,Daejeon,90
U00543,Hong,F,31,Daegu,78
U00544,Kim,M,29,Daejeon,98
U00545,Lee,M,24,Incheon,100
U00546,Lee,F,52,Busan,53
U00547,Kim,F,24,Busan,80
U00548,Ryu,F,35,Busan,71
U00549,Lee,F,56,Daegu,48
U00550,Kang,F,56,Gwangju,91
U00551,Kang,M,48,Daegu,96
U00552,Kim,M,37,Daegu,59
U00553,Hong,F,48,Incheon,67
U00554,Hong,F,25,Busan,35
U00555,Kim,F,37,Daejeon,51
U00556,Hong,F,51,Daejeon,40
U00557,Ryu,F,61,Seoul,58
U00558,Ryu,M,50,Seoul,37
U00559,Hong,M,30,Gwangju,64
U00560,Kang,M,45,Daejeon,74
U00561,Hong,M,47,Busan,62
U00562,Ryu,M,46,Daegu,34
U00563,Park,M,38,Daejeon,91
U00564,Choi,F,64,Gwangju,66
U00565,Lee,M,46,Gwangju,46
U00566,Park,M,39,Daejeon,51
U00567,Hong,F,22,Seoul,61
U00568,Kang,M,35,Busan,43
U00569,Kim,F,58,Daejeon,49
U00570,Hong,M,63,Daegu,51
U00571,Kang,M,48,Daegu,59
U00572,Choi,M,34,Incheon,83
U00573,Hong,M,49,Daegu,62
U00574,Ryu,M,59,Daejeon,34
U00575,Kim,M,20,Daejeon,47
U00576,Kang,M,48,Daegu,92
U00577,Kang,M,49,Seoul,75
U00578,Kang,M,59,Busan,36
U00579,Choi,M,51,Gwangju,58
U00580,Hong,M,29,Daejeon,86
U00581,Choi,M,46,Daegu,76
U00582,Lee,M,27,Gwangju,38
U00583,Lee,M,55,Daegu,88
U00584,Hong,F,61,Daejeon,100
U00585,Ryu,F,54,Incheon,100
U00586,Choi,F,55,Busan,72
U00587,Kim,F,55,Daejeon,88
U00588,Kang,F,44,Gwangju,35
U00589,Kang,M,39,Daegu,82
U00590,Hong,F,64,Incheon,93
U00591,Ryu,F,36,Daejeon,33
U00592,Lee,M,42,Busan,30
U00593,Lee,M,44,Incheon,99
U00594,Kang,M,50,Gwangju,60
U00595,Hong,M,25,Daegu,94
U00596,Choi,M,54,Seoul,98
U00597,Lee,F,23,Busan,48
U00598,Choi,M,59,Incheon,98
U00599,Ryu,M,39,Daejeon,98
U00600,Lee,F,60,Daejeon,78
U00601,Lee,F,20,Incheon,60
U00602,Park,M,64,Daejeon,89
U00603,Lee,F,45,Incheon,100
U00604,Kim,M,53,Busan,84
U00605,Hong,F,29,Daejeon,67
U00606,Hong,M,42,Busan,62
U00607,Choi,M,43,Daegu,35
U00608,Ryu,F,32,Daegu,42
U00609,Lee,F,48,Daegu,49
U00610,Kim,M,46,Daegu,66
U00611,Choi,M,50,Daejeon,74
U00612,Park,M,62,Incheon,88
U00613,Choi,M,29,Daejeon,81
U00614,Choi,M,50,Gwangju,47
U00615,Lee,F,58,Daejeon,54
U00616,Park,F,29,Busan,30
U00617,Choi,F,43,Incheon,70
U00618,Kim,M,52,Seoul,47
U00619,Kim,F,33,Seoul,30
U00620,Hong,F,54,Incheon,68
U00621,Park,M,64,Seoul,60
U00622,Park,M,53,Incheon,100
U00623,Hong,F,36,Busan,67
U00624,Choi,F,40,Busan,37
U00625,Park,F,51,Daejeon,63
U00626,Kim,F,22,Seoul,56
U00627,Kim,M,34,Incheon,70
U00628,Lee,F,27,Busan,36
U00629,Park,M,51,Daejeon,61
U00630,Choi,M,57,Seoul,45
U00631,Hong,F,45,Seoul,31
U00632,Hong,M,49,Seoul,72
U00633,Choi,F,28,Busan,60
U00634,Ryu,F,51,Busan,76
U00635,Kang,F,30,Seoul,62
U00636,Lee,F,41,Busan,46
U00637,Hong,F,53,Seoul,83
U00638,Park,F,60,Daegu,83
U00639,Lee,M,37,Busan,80
U00640,Park,M,38,Incheon,81
U00641,Ryu,M,37,Busan,36
U00642,Kim,F,56,Seoul,83
U00643,Lee,M,37,Incheon,40
U00644,Hong,M,31,Daejeon,91
U00645,Lee,M,23,Incheon,59
U00646,Lee,M,62,Incheon,86
U00647,Lee,M,46,Busan,75
U00648,Kang,F,24,Gwangju,99
U00649,Lee,M,25,Incheon,95
U00650,Park,F,32,Incheon,84
U00651,Kim,M,42,Seoul,87
U00652,Ryu,F,61,Busan,39
U00653,Choi,F,44,Seoul,33
U00654,Lee,F,23,Busan,91
U00655,Hong,M,51,Daejeon,72
U00656,Lee,F,63,Gwangju,71
U00657,Hong,F,34,Incheon,53
U00658,Park,M,45,Busan,34
U00659,Hong,M,61,Incheon,97
U00660,Choi,F,30,Incheon,74
U00661,Kim,F,28,Daegu,88
U00662,Hong,M,30,Seoul,94
U00663,Hong,M,21,Gwangju,92
U00664,Kim,M,64,Busan,96
U00665,Choi,M,46,Daejeon,78
U00666,Lee,F,45,Gwangju,61
U00667,Hong,M,27,Daegu,79
U00668,Kim,M,40,Seoul,87
U00669,Park,M,40,Daejeon,81
U00670,Kim,F,27,Daejeon,52
U00671,Park,M,20,Incheon,59
U00672,Choi,M,57,Seoul,99
U00673,Lee,F,32,Daegu,100
U00674,Kim,M,28,Busan,59
U00675,Ryu,M,47,Busan,66
U00676,Ryu,M,25,Daegu,77
U00677,Kang,M,42,Incheon,61
U00678,Hong,M,55,Incheon,99
U00679,Choi,M,36,Daejeon,64
U00680,Kim,F,28,Seoul,97
U00681,Ryu,F,31,Daejeon,61
U00682,Hong,F,41,Busan,88
U00683,Ryu,M,31,Daegu,64
U00684,Kim,M,25,Seoul,45
U00685,Park,M,63,Daegu,81
U00686,Kim,M,28,Seoul,95
U00687,Kang,M,56,Gwangju,35
U00688,Kim,M,22,Busan,43
U00689,Kim,F,53,Busan,58
U00690,Kang,M,27,Gwangju,55
U00691,Choi,F,29,Seoul,47
U00692,Kim,M,60,Incheon,33
U00693,Kang,M,61,Seoul,86
U00694,Hong,M,62,Busan,82
U00695,Park,F,28,Daegu,54
U00696,Park,F,33,Daejeon,76
U00697,Kim,M,56,Daegu,81
U00698,Choi,M,46,Busan,63
U00699,Choi,F,60,Daegu,45
U00700,Hong,M,51,Incheon,65
U00701,Kim,F,23,Incheon,57
U00702,Park,M,21,Seoul,94
U00703,Choi,M,52,Daegu,82
U00704,Kim,M,40,Daegu,71
U00705,Ryu,M,20,Busan,48
U00706,Choi,M,63,Seoul,73
U00707,Kang,M,30,Seoul,59
U00708,Ryu,F,20,Daegu,73
U00709,Choi,F,30,Daejeon,56
U00710,Park,F,26,Daegu,63
U00711,Lee,M,21,Daegu,53
U00712,Ryu,F,34,Daegu,85
U00713,Hong,F,27,Incheon,36
U00714,Hong,F,45,Gwangju,97
U00715,Park,F,59,Seoul,80
U00716,Choi,F,61,Gwangju,37
U00717,Kim,M,54,Incheon,85
U00718,Choi,M,60,Daejeon,87
U00719,Park,M,60,Busan,98
U00720,Hong,M,40,Daejeon,37
U00721,Choi,F,57,Seoul,95
U00722,Hong,M,27,Busan,53
U00723,Ryu,F,62,Gwangju,71
U00724,Kim,F,51,Daejeon,83
U00725,Ryu,M,27,Seoul,45
U00726,Hong,F,63,Daejeon,33
U00727,Hong,M,29,Busan,88
